text,sentiment,score,date
"Рассчитывайте на себя, волонтёров сейчас уже нет. Выдохлись за три года войны",1 star,0.37463346123695374,2025-04-05 05:49:50
"Ищите на специальных сайтах, в местных газетах, в офисах застройщиков. Удачи. А в группах мало вероятности на успех",4 stars,0.4699859917163849,2025-04-05 05:48:18
Тюрингия не принимает уже беженцев,1 star,0.6025508642196655,2025-04-05 05:46:27
"Автобусні квитки до 🇩🇪 Німеччини
🇵🇱 Польщі, 🇮🇹 Італії, 🇪🇸 Іспанії та інших країн ЄС!
🚌 Регулярні рейси автобусами для міжнародних сполучень
✅ Зручне та безкоштовне бронювання місця
✅ Понад 10 тисяч унікальних напрямків руху
✅ Зручний час виїзду та прибуття.
📲 Контактний номер вашого персонального менеджера:
 +380733000200
👌🏼 Зручно, швидко та надійно!
#contra_bus - обери свій маршрут",5 stars,0.7536764740943909,2025-04-05 05:00:28
"Доброго вечора підкажіть, якщо роботадавець звільнить працівника через те що той часто хворіє, то працівник може податись на допомогу по безробіттю 60% від заробітної плати, це якось відображається на колишньому роботодавцеві він має частину цих грошей виплачувати? Чи просто звільнив тай все?",1 star,0.5176820755004883,2025-04-04 23:17:59
"Лучше приложение mo.pla, там можно оплатить любой банковской картой, а не только немецкой, и можно отменить подписку вплоть за 24 часа до конца месяца. DB Navigator в этом проигрывает, там подписку можно отменить до 10 числа текущего месяца.",2 stars,0.335222989320755,2025-04-04 22:48:47
"Це стосується не параграфу, а страхування. Якщо маєте медичну страховку - йдете до сімейного і він дає направлення  до гематонколога у вашому місті",1 star,0.38870885968208313,2025-04-04 20:26:47
"✅ **УКРАЇНСЬКА ДІАСПОРА У НІМЕЧЧИНІ** 🇺🇦🇩🇪

🔹 **Усе необхідне для комфортного життя в Німеччині!**

🔗 [**Долучайтеся до нашої групи!**](https://t.me/deutschland_diaspora)

**У нас ви знайдете:**
📝 Професійну юридичну підтримку з питань імміграції, ВНЖ, бізнесу та самозайнятості.
🔍 Вакансії для спеціалістів усіх рівнів.
🧑‍⚕️ Контакти медичних фахівців і ветеринарів, які розуміють вашу мову.
🚘 Корисні поради для автомобілістів із авто на українських номерах.
✉️ Надійні варіанти грошових переказів.
📚 Рекомендації та матеріали для вивчення німецької мови.

✅ **Робота та навчання в Німеччині | Важливі новини**

❗️ **Дізнавайтеся першими про новини, можливості роботи, навчання та корисні поради для життя в Німеччині!**",5 stars,0.5253435969352722,2025-04-04 19:59:55
"Добрый вечер ребята ищу квартиру город Дуйсбург 
Если есть какие-то рекомендации буду очень благодарна за помощь  

Нужна двухкомнатная квартира
Или трёхкомнатная для мамы и двоих детей  дети школьного возраста",4 stars,0.39011645317077637,2025-04-04 19:19:04
"Скачиваете приложение DB навигатор и покупаете в приложении. Необходимо будет пройти верификацию, приготовьте загранпаспорт(первую страничку). 
И банковскую карту",1 star,0.3057648241519928,2025-04-04 19:14:47
"Подскажите пожалуйста сайт, на котором дойчлэнд тикет можно купить на месяц?",1 star,0.43444809317588806,2025-04-04 19:12:19
"💫Щиро вітаємо вас, українці, які проживають у Німеччині, але поглядаєте у бік сонячної Варни — перлини Болгарського узбережжя!

Запрошуємо вас долучитися до нашої неймовірної спільноти 🇺🇦[Мами Варни!](https://t.me/UAmominVarna)

Цей чат стане для вас містком до яскравого та насиченого материнства у новій країні:
👩‍👧‍👦 Знайдіть друзів серед мам і створіть дитячі товариства.
🗣 Відкривайте для себе цікаві місця та події в Варні.
📢 Обмінюйтеся важливою інформацією та корисними сервісами.
🎨 Відвідуйте гуртки і заняття, які збагатять життя ваших дітей та вас самих.
🤫 А також, у нас завжди відкрито для жіночого спілкування та теплих розмов.

Тут ви знайдете шматочок рідної домівки!

Дружня підтримка, теплота спілкування та невичерпна взаємодопомога чекають на вас💖

https://t.me/UAmominVarna",5 stars,0.574670135974884,2025-04-04 19:10:13
https://de.wikipedia.org/wiki/Chemnitz-Einsiedel?wprov=sfla1,3 stars,0.24792063236236572,2025-04-04 18:54:27
Давно вже не має волонтерів,1 star,0.29642194509506226,2025-04-04 18:42:25
Як називається це місце?,1 star,0.3088957965373993,2025-04-04 18:35:11
"Добрий вечір,підскажіть будь ласка ,які дані треба ,для того щоб зробити грошовий переказ з Німеччини в Україну?",4 stars,0.4735179841518402,2025-04-04 18:33:15
"Добрый вечер, подскажите как в аендизеле?нас возможно туда заселят скоро, хотелось бы узнать какие там условия,да и в общем подробности",3 stars,0.34322041273117065,2025-04-04 18:28:39
"Доброго вечора, є тут може люди волонтери з Мюнхена , або може хтось знає таких !
Дякую",5 stars,0.370956152677536,2025-04-04 18:21:34
"Автобусні квитки до 🇩🇪 Німеччини, 
🇵🇱 Польщі, 🇮🇹 Італії, 🇪🇸 Іспанії та інших країн ЄС!
🚌 Регулярні рейси автобусами для міжнародних сполучень
✅ Зручне та безкоштовне бронювання місця
✅ Понад 10 тисяч унікальних напрямків руху
✅ Зручний час виїзду та прибуття.
📲 Контактний номер вашого персонального менеджера:
 +380733000200
👌🏼 Зручно, швидко та надійно!
#contra_bus - обери свій маршрут",5 stars,0.7558605670928955,2025-04-04 17:52:07
Так з усіх регіонів,5 stars,0.5907202959060669,2025-04-04 17:25:35
"добрий день! підкажіть, чи з усіх регіонів украіни приймають біженців? цікавить центральна украіна",5 stars,0.6278411149978638,2025-04-04 17:23:29
Вам треба звернутися до терапевта (Allgemeinmediziner) і він вже направить вас до спеціалістів,5 stars,0.31417226791381836,2025-04-04 17:21:58
Здравствуйте а подскажите принимают ли в тюренгие и в каком городе ?,4 stars,0.3339497447013855,2025-04-04 17:12:49
Привіт скажіть як через job-Center. digital відправити PDF документ?,1 star,0.29593169689178467,2025-04-04 17:07:08
Бачив хтось стрічку-ліпучку для мух в продажі?,1 star,0.34409090876579285,2025-04-04 16:23:02
"**🌊🇺🇦 Все нюансы жизни моряка в Польше

Чат **@Poland_Ukraine_Vzaimopomosc - ваш проводник в мире документов, проживания, работы, отдыха и многих других аспектов жизни за границей.

Предоставляем всю необходимую информацию и поддержку, чтобы ваше пребывание в Польше было комфортным и безопасным. Присоединяйтесь к нашему чату, где всегда рады видеть новых участников!
**Witamy w Polsce!** **Zapraszamy Cie!** 🚢🇵🇱🇺🇦",5 stars,0.6264569163322449,2025-04-04 15:56:03
"🔤🔤🔤🔤🔤🔤🔤

**__🖐 __**[Добро пожаловать в 

БОЛГАРИИЯ ЧАТ | Помощь](https://t.me/Bolgaria_uslugi)**__ __****__🙂__****__

__**https://t.me/Bolgaria_uslugi

**__В нашем чате Вы можете прочитать важные и интересные новости Европы__****__🇪🇺__****__ Болгарии🇧🇬 Украины🇺🇦 и со всего мира!

Обсуждаем жизнь и делимся полезной и интересной информацией __****__🧑‍💻__****__ 

Есть вопросы по Болгарии? - пишите - постараемся помочь!__****__🙂__****__

🔹 Чат без спама

➡️ __**[Присоединяйтесь,](https://t.me/Bolgaria_uslugi)**__ 
__**@Bolgaria_uslugi**__  ⬅️__**",5 stars,0.325736939907074,2025-04-04 15:45:24
"Доброго дня.Підкажіть будь- ласка,де можна лікувати рак крові  по 24 параграфу.Можливо  лікаря порадите , чи лікарню. Буду вдячна.",5 stars,0.48346182703971863,2025-04-04 15:42:59
"Доброго вечора, хто відвідував онлайн інтеграційні курси. Вони проходять постійно з ввімкненою камерою?",5 stars,0.29378998279571533,2025-04-04 15:42:22
"Группа : ⬇️присоединяйтесь!
https://t.me/ucmdi
Украинцы 🇺🇦в Молдове 🇲🇩
и Румынии 🇹🇩 
Нас более -
3️⃣9️⃣.0️⃣0️⃣0️⃣ 
В нашем паблике Вы найдете всё, что вам нужно:
- 🎉Розыгрыши призов !
-🫂Информационная поддержка!
- 🏠 Объявления о продаже и аренде недвижимости
- 🚗 Реклама  Трансфер и перевозки , перегон авто! 
- 💅 Реклама и объявление 
Бьюти услуги 
- 💼 Вакансии и предложения о работе
в Молдове 🇲🇩 и Румынии 🇹🇩 
- 🛒 Куплю/Продам 
- 📢 Актуальные новости без политики и события
- 👨‍👩‍👧‍👦 Объявления о поиске и предложении услуг (няни, репетиторы и др.)
- 📅 Анонсы мероприятий и событий
- 💬 Полезные советы и рекомендации

""Украинцы 🇺🇦в Молдове 🇲🇩
и Румынии 🇹🇩 
Присоединяйтесь к нам и будьте в курсе всех событий и предложений! Не упустите свою возможность найти всё, что вам нужно, в одном месте.
Реклама в группе платная ! ⚠️
@alexkom77 
Владелец группы Александр 

📲 Переходите по ссылке и становитесь частью нашей большой семьи!

https://t.me/ucmdi

Чтобы писать в группе Украинцы 🇺🇦 в Молдове 🇲🇩 и Румынии 🇹🇩 нужно подписаться на наш канал #информационный 
⬇️
https://t.me/infoMdUcraina",5 stars,0.3079255521297455,2025-04-04 15:40:49
Й вам усього найліпшого,1 star,0.4528704881668091,2025-04-04 15:27:39
"Пробуйте. Дивіться по приймаючих землях, куди більше хочеться. Приїдете в приймаючий табір, далі вже буде розподілення в інший табір, соцжитло, скрізь є соцпрацівники, які допоможуть з оформленням. Але й самі інформацію вивчайте. Бажаю удачі!",5 stars,0.4496940076351166,2025-04-04 15:27:13
"О дякую, саме так були в Україні",5 stars,0.33132392168045044,2025-04-04 15:24:54
"Але за умови, що на початок війни ви були в Україні (або, якщо за її межами, то з туристичною метою, у відрядженні, в гостях і т.д., не на роботі, не мали візу).",2 stars,0.4034687578678131,2025-04-04 15:24:23
"Дуже вдячний вам за відповідь
Вже посивіли поки шукали бодай щось",5 stars,0.7218225002288818,2025-04-04 15:23:21
"Так, шанси досить великі. Але остаточне рішення за міграційною і конкретним її працівником.",3 stars,0.4799691438674927,2025-04-04 15:22:45
"💄✨ **Beauty NRW – твой главный бьюти-чат в регионе!** ✨💅

Ищешь крутые бьюти-услуги? Или хочешь найти клиентов, работу или сотрудников? Тогда тебе к нам! 🚀

💜 Более 5000 участников из земли NRW уже с нами!

🔍 Ищи мастеров и бронируй услуги!
💼 Находи работу или размещай вакансии!
📢 Продвигай свои услуги и расширяй клиентскую базу!

✅**И не пропусти — сейчас действует много скидок и выгодных предложений!**

Присоединяйся к нашему дружному beauty-сообществу прямо сейчас! 🥰👇

💬 Вступай в чат: [https://t.me/BeautyNRW](https://t.me/BeautyNRW)

📩 Контакт для сотрудничества: @nrwbeauty2",5 stars,0.7842075228691101,2025-04-04 15:04:01
"Добрый день 
Подскажите пожалуйста кто занимался закрытием 24 параграфа,с чего нужно начать?и сколько по времени это происходит?",3 stars,0.24358291923999786,2025-04-04 15:03:56
"Буду благодарна ☺️
Я вам написала",5 stars,0.6573678255081177,2025-04-04 14:59:13
"Добрый день
Подскажите пожалуйста, кто занимается возвратом налога, поделитесь контактом?",1 star,0.3184739351272583,2025-04-04 14:48:20
"Дорогие Украинцы, если кто то живет в городе Зайлауф,  откликнитесь пожалуйста 🙂",4 stars,0.25979849696159363,2025-04-04 14:38:01
"Допоможіть з питанням, хто має досвід
Чи можна отримати захист у Німеччині якщо відмовився від захист у іншій країні?
З братом мали захист у Румунії впродовж 6 днів (ми про нього не просили), відмовились та отримали довідки про це",1 star,0.3637501001358032,2025-04-04 14:37:56
"Приветствую!
Ищем специалистов, готовых к релокации в Тузлу (Стамбул) на позицию:

☑️ Инженер по автоматике и электрике судовых энергетических установок (электромеханик) 

Требования:
Опыт работы электромехаником на судах любого типа. 

Основные обязанности/функционал:
1. Выполнение работ по автоматике и автоматизации судна
2. Выполнение работ по электромеханической части на судне
3. Чтение, понимание проектов по электрической части судовых механизмов и установок
4. Подключение и сопровождение подключения электрической части судовых механизмов и установок
5. Разработка проектов и схем подключения, изменения существующих проектов и схем систем автоматизации и автоматики
6. Определение неисправности, диагностика узлов автоматики и электрических потребителей, устранение при возможности
7. Умение пользоваться программным обеспечением судовых установок с электронным управлением
8. Проведение инспекции судов на предмет работоспособности систем и соблюдения правил и норм эксплуатации электрической части судна
9. Составление заявок на СЗЧ согласно каталогов и интернет ресурсов, контроль выполнения, подбор аналогов
10. Стремление к развитию и модернизации судов по судовым электрическим системам
11. Взаимодействие с проектными организациями
12. Ведение отчётности о проделанных работах согласно норм классификационных сообществ


💁🏻‍♀️ Работа в судоремонтном заводе Тузла (Стамбул)
💵  ЗП: обсудим на интервью
💬 Знание языков – русский и английский
📱 Для быстрой связи: 
ТГ @IK_FPD
WhatsApp +44 7473692964

❗️Пожалуйста, присылайте ваши CV
кандидатов без резюме не рассматриваем❗️",5 stars,0.5742788314819336,2025-04-04 14:37:26
"🥺🥺🥺БЛАГАЮ ВАС НЕ ІГНОРУВАТИ 🙏🙏🙏
‼️‼️‼️Слава Україні 🇺🇦🇺🇦🇺🇦 Героям Слава💙💛🙏🙏🙏‼️‼️‼️
Велика прохання підписати петицію за Тиліпського Віталія Романовича котрий став на захист своєї Рідної землі-своєї Батьківщини України, в лавах 155-тої окремої механізованої бригади імені Анни Київської -  з'єднання Сухопутних військ Збройних сил України у складі в/ч А5001.
У пекельному бою за Україну , виявивши стійкість та мужність загинув 12 грудня 2024 року , у зоні бойових дій у напрямку Донецької області, Покровського району, населений пункт Шевченко.
Залишилась Любима Донечка, котра заслуговує знати ,що її Батько загинув героєм . Велика прохання підписати петицію в посиланні : https://petition.president.gov.ua/petition/244682‼️‼️‼️🇺🇦🇺🇦🇺🇦",1 star,0.33362022042274475,2025-04-04 14:30:50
Koleo,3 stars,0.25919464230537415,2025-04-04 14:26:53
Маю таке ж питання,1 star,0.2831036448478699,2025-04-04 14:26:46
"Доброго дня! Підкажіть будь ласка, чи змінював хтось пластик після продовження параграфу 24? 
Якщо так, то які причини наводили, для зміни?",5 stars,0.43263182044029236,2025-04-04 14:22:19
"Я сегодня утром скинула в этот чат список принимающих лагерей. Но информацию удалили. 
Видимо секретная информация",1 star,0.6225072145462036,2025-04-04 14:05:48
"Сайт db
Україна-Пшемишль, та
Пшемишль-берлін прямий потяг.",5 stars,0.362809956073761,2025-04-04 14:02:44
"А ще краще, якщо хтось знає,як краще доїхати з України до Німеччини потягом,бо у нас немовля?",3 stars,0.2647852897644043,2025-04-04 14:02:43
Підкажіть будь ласка сайти де можна купити квитки з Польщі до Німеччини?,1 star,0.49778181314468384,2025-04-04 14:01:21
"Добрий день, чи хтось знає, в мене прострочений aufenthaltstitel до 04.03.2025 року, в Ландрацамті мені сказали що вони не подовжують цей документ, він автоматично це робить, але мені треба зʼїздити в Польшу, чи буде з цим проблема на кордоні?",4 stars,0.2630458474159241,2025-04-04 13:57:27
"Доброго дня, скажіть будь ласка, хто недавно літав зі Стамбулу в Німеччину, для кордону потрібен лише закордонний український паспорт? Буду летіти з дітьми.",1 star,0.24635694921016693,2025-04-04 13:41:18
Дякую,3 stars,0.25625908374786377,2025-04-04 13:41:12
"Фікціон видає міграційна служба, а не роботодавець. Фікціон підтверджує що ваші документи знаходяться на розгляді. Можливо за час вашої відсутності вас викликали на термін.. І по фікціону ви не мали права виїжджати. Рахуйте це як перебування по безвізу.",1 star,0.48168638348579407,2025-04-04 13:31:25
"@Mod_ukr прошу не видаляти!!!! Бо це кидалово на гроші! 
.....
Якщо комусь буде відписувати гандон @Архипенко, який намахує людей і краде з карти гроші, то знайте воно не займається перевозками!",1 star,0.7930790185928345,2025-04-04 13:30:06
"Якщо комусь буде відписувати г...н @Архипенко, який намахує людей і краде з карти гроші, то знайте воно не займається перевозками!",1 star,0.6468923091888428,2025-04-04 13:29:06
"Наявність українського паспорту обов'язкова, вы повинні підтвердити свою особу. Дивіться на сайті консульства вимоги по документам для виготовлення паспорту",4 stars,0.3138481080532074,2025-04-04 13:26:45
Дякую!,1 star,0.27151012420654297,2025-04-04 13:25:20
Uahelp Wiki на цьому сайті є і адреси таборів і багато інформації що і як потрібно робити по приїзду в Німеччину,5 stars,0.40809935331344604,2025-04-04 13:25:03
"🥺🥺🥺БЛАГАЮ ВАС НЕ ІГНОРУВАТИ 🙏🙏🙏
‼️‼️‼️Слава Україні 🇺🇦🇺🇦🇺🇦 Героям Слава💙💛🙏🙏🙏‼️‼️‼️
Велика прохання підписати петицію за Тиліпського Віталія Романовича котрий став на захист своєї Рідної землі-своєї Батьківщини України, в лавах 155-тої окремої механізованої бригади імені Анни Київської -  з'єднання Сухопутних військ Збройних сил України у складі в/ч А5001.
У пекельному бою за Україну , виявивши стійкість та мужність загинув 12 грудня 2024 року , у зоні бойових дій у напрямку Донецької області, Покровського району, населений пункт Шевченко.
Залишилась Любима Донечка, котра заслуговує знати ,що її Батько загинув героєм . Велика прохання підписати петицію в посиланні : https://petition.president.gov.ua/petition/244682‼️‼️‼️🇺🇦🇺🇦🇺🇦",1 star,0.33362022042274475,2025-04-04 13:16:46
👍,5 stars,0.30857789516448975,2025-04-04 13:14:56
"Автобусні квитки до 🇩🇪 Німеччини, 
🇵🇱 Польщі, 🇮🇹 Італії, 🇪🇸 Іспанії та інших країн ЄС!
🚌 Регулярні рейси автобусами для міжнародних сполучень
✅ Зручне та безкоштовне бронювання місця
✅ Понад 10 тисяч унікальних напрямків руху
✅ Зручний час виїзду та прибуття.
📲 Контактний номер вашого персонального менеджера:
 +380733000200
👌🏼 Зручно, швидко та надійно!
#contra_bus - обери свій маршрут",5 stars,0.7558605670928955,2025-04-04 13:06:03
Доброго дня есть в группе кто-нибудь с пересаженной почкой напишите пожалуйста в ЛС как все проходит в Германии с имуносупресией  и анализами на такролимус благодарю,5 stars,0.3468918204307556,2025-04-04 12:47:04
"Привіт,Mariana!",5 stars,0.5555790662765503,2025-04-04 12:31:21
Анульована в межах Німеччини? Чи розповсюджується на всі країни ЄС?,1 star,0.6199301481246948,2025-04-04 12:15:47
"Привіт😊
Поясніть, будь ласка, не можу знайти інформацію.

Fiktionsbescheinigung отримала на минулій роботі (пропрацювала 1.5 місяця), повернулась в Україну. Зараз потрібно їхати в Німеччину знову, але не по роботі. Ось ці півтора місяця рахуються як витрачені дні безвізу чи ні?",1 star,0.5607284307479858,2025-04-04 12:14:28
"Ребята нужна помощь , 🙏 Нужна работа , мастер маникюра педикюра лешмкйкер.",4 stars,0.4438724219799042,2025-04-04 12:00:11
"Вітаю!
Шукаємо фахівців, які готові до роботи в офісі Анталії на позиції:
 
 ☑️Бізнес-асистент  (для менеджера відділу оптимізації процесів).

🟢Вимоги:
Вільне володіння  англійською мовою (не нижче В2 обов'язково!);
Упевнений рівень користувача Ексель (зведені таблиці, аналіз тощо);
Аналітичний склад розуму, вміння працювати з інформацією, уважність до деталей;
Уміння користуватися іноземними джерелами, здійснювати research та складати доклад за його підсумками;
Готовність до відряджень у т.ч. міжнародним (відсутність будь-яких іммграційних проблем та штрахів);

🟢 Умови:
Комфортне робоче місце в Туреччині, Анталія;
Релокаційна та візова підтримка;
Широкий пакет компенсацій та пільг;
Корпоративне навчання;
Можливість стати частиною багатонаціональної команди професіоналів та брати участь у крутих корпоративних подіях.

☑️ Спеціаліст з купівлі та продажу морського флоту 

🟢Вимоги:
- можна без досвіду;
- Відмінний рівень володіння англійською мовою (не нижче за рівень С1)
- Вища освіта у морській/юридичній сфері;

🟢Основні обов'язки/функціонал:
- Взаємодія (письмова та усна) з постачальниками та клієнтами в процесі купівлі та продажу суден;
- ведення переговорів з партнерами та клієнтами (у тому числі англійською мовою);
- ведення угод з купівлі та продажу суден;
- залучення суміжних підрозділів до підготовки угод;
- підготовка всієї необхідної документації з операцій;

💁🏻‍♀️ Робота в офісі Анталія / Тбілісі / Баку  
💵 ЗП: обговоримо на інтерв'ю
📱 Для швидкого зв'язку: 
ТГ @IK_FPD
WhatsApp +44 7473692964",5 stars,0.37522515654563904,2025-04-04 11:51:48
"Усім привіт! Чи робив хтось закордонний паспорт без наявності оригіналу українського паспорта? Знаю, що в Ірландії в посольстві можна так зробити, але там важко зловити слоти, чи знає хтось ще інші установи де так можна?",5 stars,0.36462709307670593,2025-04-04 11:43:21
"Hi. Прямо заборонено.
Навіть за межі крайса - це порушення закону.",1 star,0.7594775557518005,2025-04-04 11:38:09
"🥺🥺🥺БЛАГАЮ ВАС НЕ ІГНОРУВАТИ 🙏🙏🙏
‼️‼️‼️Слава Україні 🇺🇦🇺🇦🇺🇦 Героям Слава💙💛🙏🙏🙏‼️‼️‼️
Велика прохання підписати петицію за Тиліпського Віталія Романовича котрий став на захист своєї Рідної землі-своєї Батьківщини України, в лавах 155-тої окремої механізованої бригади імені Анни Київської -  з'єднання Сухопутних військ Збройних сил України у складі в/ч А5001.
У пекельному бою за Україну , виявивши стійкість та мужність загинув 12 грудня 2024 року , у зоні бойових дій у напрямку Донецької області, Покровського району, населений пункт Шевченко.
Залишилась Любима Донечка, котра заслуговує знати ,що її Батько загинув героєм . Велика прохання підписати петицію в посиланні : https://petition.president.gov.ua/petition/244682‼️‼️‼️🇺🇦🇺🇦🇺🇦",1 star,0.33362022042274475,2025-04-04 11:20:37
